source_id,source_name,source_type,provider_name,file_name,version_name,collected_at
1,국토교통부 항공정보도 + 공역정보 CSV,KML+CSV,MOLIT / data.go.kr,"airspace_map.kml, airspace_info.csv",,2026-03-10 14:52:22
